humidity,windspeed,winddirection,tempC,tempminC,tempmaxC,precipitation,date,month,year
77.9,15.5,161.9,31.5,27.6,35.5,0.0,2019-06-11,June,2019
78.6,12.2,154.4,31.8,27.6,36.2,0.1,2019-06-12,June,2019
78.4,12.6,214.4,31.1,26.0,37.4,0.0,2019-06-13,June,2019
81.0,13.7,167.9,31.9,26.9,37.1,9.7,2019-06-14,June,2019
82.0,22.3,203.7,30.9,28.0,36.4,5.7,2019-06-15,June,2019
80.2,20.9,191.9,31.6,27.9,39.1,0.1,2019-06-16,June,2019
80.1,17.6,182.6,32.2,28.2,39.4,0.0,2019-06-17,June,2019
81.0,14.8,164.8,30.5,26.2,35.1,4.7,2019-06-18,June,2019
78.0,15.1,169.0,32.1,28.4,38.7,5.9,2019-06-19,June,2019
80.3,9.7,149.3,31.2,28.5,35.5,7.1,2019-06-20,June,2019
85.7,15.8,124.3,29.8,27.9,32.4,9.8,2019-06-21,June,2019
82.3,16.6,162.6,30.4,27.5,33.0,3.1,2019-06-22,June,2019
78.7,13.7,170.7,31.0,27.6,36.1,0.9,2019-06-23,June,2019
75.7,14.0,199.5,31.8,28.0,37.2,0.9,2019-06-24,June,2019
75.9,22.3,211.9,32.1,28.7,37.1,0.2,2019-06-25,June,2019
74.3,24.1,211.7,32.0,28.4,36.7,0.0,2019-06-26,June,2019
77.9,21.6,203.2,31.2,28.7,35.2,2.7,2019-06-27,June,2019
86.1,16.9,194.1,29.8,27.7,33.1,24.0,2019-06-28,June,2019
84.6,22.3,177.7,29.7,25.1,34.1,4.0,2019-06-29,June,2019
85.0,11.9,120.7,29.8,24.9,35.1,9.9,2019-06-30,June,2019
84.2,22.3,110.6,29.6,27.7,32.1,9.0,2019-07-01,July,2019
87.9,22.7,134.5,29.0,27.4,32.0,8.0,2019-07-02,July,2019
85.9,15.1,158.2,29.2,26.7,34.2,8.8,2019-07-03,July,2019
83.4,13.3,174.2,30.2,27.7,35.4,8.9,2019-07-04,July,2019
84.1,22.3,130.8,29.9,27.8,34.2,2.9,2019-07-05,July,2019
89.6,15.8,159.5,28.8,27.3,31.1,10.7,2019-07-06,July,2019
87.1,18.0,210.4,29.1,27.4,31.1,11.9,2019-07-07,July,2019
88.4,22.3,198.9,29.3,28.1,31.8,23.2,2019-07-08,July,2019
86.9,19.4,203.8,29.6,28.0,33.0,22.7,2019-07-09,July,2019
85.8,22.3,199.7,29.7,28.1,32.6,7.2,2019-07-10,July,2019
89.9,20.9,203.4,28.9,27.2,31.5,19.7,2019-07-11,July,2019
90.5,22.7,202.2,28.8,26.9,32.7,17.4,2019-07-12,July,2019
87.3,18.0,208.9,29.6,27.1,34.1,11.8,2019-07-13,July,2019
82.6,18.7,217.2,30.2,25.1,36.7,4.2,2019-07-14,July,2019
82.2,17.3,193.2,30.7,27.4,37.4,4.0,2019-07-15,July,2019
82.7,12.6,178.3,30.6,26.9,35.3,3.0,2019-07-16,July,2019
78.6,10.8,147.1,31.6,26.4,35.7,2.1,2019-07-17,July,2019
79.2,12.6,151.4,31.3,28.9,34.9,0.5,2019-07-18,July,2019
79.0,14.0,147.7,31.0,27.8,35.7,2.7,2019-07-19,July,2019
79.9,16.2,174.5,30.9,27.8,35.7,0.8,2019-07-20,July,2019
79.8,13.0,201.2,31.0,28.0,35.9,1.0,2019-07-21,July,2019
81.3,17.6,193.0,30.8,28.1,33.6,1.6,2019-07-22,July,2019
77.8,14.0,189.9,31.1,28.5,36.4,0.9,2019-07-23,July,2019
83.9,13.7,186.2,30.2,27.3,36.7,2.8,2019-07-24,July,2019
85.5,11.2,195.5,29.3,26.7,34.9,21.4,2019-07-25,July,2019
90.7,11.2,167.1,28.2,26.9,30.3,7.3,2019-07-26,July,2019
86.4,17.3,137.3,28.7,26.3,31.1,5.9,2019-07-27,July,2019
86.0,28.1,127.2,28.7,26.8,31.9,3.7,2019-07-28,July,2019
85.2,23.4,148.9,28.9,25.9,32.0,5.8,2019-07-29,July,2019
84.8,20.5,191.7,28.9,26.4,31.9,3.9,2019-07-30,July,2019
87.2,14.0,185.3,28.9,26.4,31.6,3.6,2019-07-31,July,2019
84.1,11.2,165.0,29.5,27.2,33.4,1.7,2019-08-01,August,2019
82.3,14.8,139.2,29.7,26.9,32.5,3.4,2019-08-02,August,2019
83.5,8.3,126.2,29.9,27.3,35.1,5.5,2019-08-03,August,2019
82.5,5.4,186.1,30.3,27.9,34.7,7.2,2019-08-04,August,2019
81.2,12.6,93.0,31.5,27.7,36.1,9.1,2019-08-05,August,2019
82.8,29.5,107.4,30.2,26.7,33.7,5.9,2019-08-06,August,2019
85.1,33.5,123.4,28.8,27.2,31.5,4.7,2019-08-07,August,2019
92.0,22.3,150.3,27.6,26.5,29.9,19.4,2019-08-08,August,2019
88.4,12.6,165.8,29.0,26.6,32.9,7.7,2019-08-09,August,2019
81.9,7.6,171.7,30.5,27.3,35.2,1.0,2019-08-10,August,2019
82.2,9.7,143.5,31.0,28.2,35.0,11.0,2019-08-11,August,2019
88.1,11.9,112.5,29.4,27.7,31.5,20.9,2019-08-12,August,2019
92.0,29.5,141.6,27.9,26.1,29.5,12.5,2019-08-13,August,2019
92.3,17.6,165.1,28.0,26.1,30.7,11.6,2019-08-14,August,2019
91.4,15.5,196.9,27.9,25.4,29.2,18.0,2019-08-15,August,2019
89.2,13.0,193.4,29.2,26.9,34.4,22.2,2019-08-16,August,2019
90.4,16.2,167.5,27.6,25.6,29.8,37.1,2019-08-17,August,2019
86.6,18.0,172.3,28.8,26.1,32.2,13.5,2019-08-18,August,2019
82.3,18.4,175.5,29.9,26.6,34.7,1.5,2019-08-19,August,2019
82.0,11.5,185.6,30.3,27.5,35.1,0.6,2019-08-20,August,2019
79.4,11.2,170.1,30.8,27.8,34.7,0.2,2019-08-21,August,2019
84.5,10.8,172.1,30.2,27.8,33.2,5.3,2019-08-22,August,2019
86.2,15.1,132.4,29.1,26.7,32.6,17.4,2019-08-23,August,2019
88.6,13.7,137.1,28.6,27.0,32.1,9.6,2019-08-24,August,2019
86.3,18.4,112.8,28.8,26.6,31.7,5.7,2019-08-25,August,2019
82.8,16.6,145.3,29.4,26.8,33.9,9.0,2019-08-26,August,2019
81.3,15.8,145.6,29.9,27.2,34.2,1.4,2019-08-27,August,2019
80.0,15.5,127.3,30.2,27.4,33.9,0.9,2019-08-28,August,2019
81.6,16.6,138.7,30.1,27.6,34.7,2.6,2019-08-29,August,2019
80.2,10.1,153.8,30.7,27.2,34.7,0.5,2019-08-30,August,2019
81.3,7.6,149.2,30.6,27.8,34.0,0.1,2019-08-31,August,2019
86.2,11.2,174.8,30.0,26.3,35.7,17.5,2019-09-01,September,2019
83.6,11.9,128.2,29.8,26.8,35.1,4.5,2019-09-02,September,2019
85.3,16.6,108.4,29.2,27.2,32.0,4.7,2019-09-03,September,2019
86.7,19.1,125.8,29.1,27.2,33.2,5.2,2019-09-04,September,2019
85.7,20.5,121.1,29.3,26.4,32.0,2.0,2019-09-05,September,2019
84.6,22.3,115.6,29.5,26.9,33.4,1.8,2019-09-06,September,2019
87.4,16.9,132.4,28.8,27.2,31.7,5.0,2019-09-07,September,2019
91.5,16.9,156.3,28.5,27.1,31.0,4.4,2019-09-08,September,2019
87.9,14.8,185.9,29.3,27.1,33.7,14.4,2019-09-09,September,2019
87.0,31.7,186.6,29.4,27.3,33.7,3.2,2019-09-10,September,2019
89.3,16.6,161.1,28.7,27.0,31.1,8.0,2019-09-11,September,2019
90.8,22.0,183.2,27.9,26.2,30.1,19.6,2019-09-12,September,2019
87.6,22.3,181.4,28.9,27.0,33.0,4.9,2019-09-13,September,2019
84.4,16.6,185.7,29.5,27.0,33.7,3.3,2019-09-14,September,2019
83.1,11.2,191.8,30.2,27.4,33.7,1.2,2019-09-15,September,2019
82.6,14.8,181.4,30.2,27.6,34.9,1.0,2019-09-16,September,2019
81.1,11.2,162.4,30.4,27.0,35.4,0.5,2019-09-17,September,2019
82.9,13.7,139.1,29.7,26.8,34.1,1.6,2019-09-18,September,2019
80.2,7.6,159.1,30.4,26.5,35.9,0.1,2019-09-19,September,2019
82.3,6.5,252.4,30.2,27.3,35.7,0.9,2019-09-20,September,2019
86.9,7.6,242.0,28.8,27.1,32.2,4.6,2019-09-21,September,2019
85.4,11.2,144.7,28.9,26.5,34.9,15.1,2019-09-22,September,2019
84.0,22.3,130.7,28.7,25.9,32.4,7.1,2019-09-23,September,2019
89.3,19.1,136.1,27.6,25.7,30.4,18.9,2019-09-24,September,2019
92.6,11.5,115.0,26.4,25.2,28.1,11.1,2019-09-25,September,2019
87.2,7.9,74.4,27.0,23.9,32.0,3.0,2019-09-26,September,2019
85.4,8.3,125.7,27.2,23.9,31.1,9.5,2019-09-27,September,2019
87.0,6.5,71.6,26.8,25.4,30.1,2.5,2019-09-28,September,2019
92.8,8.3,128.8,26.2,24.9,30.1,5.5,2019-09-29,September,2019
89.1,15.8,177.5,27.2,24.6,31.3,8.7,2019-09-30,September,2019
89.6,11.2,212.9,27.1,25.1,31.6,6.2,2019-10-01,October,2019
85.8,11.2,220.1,28.6,24.7,34.1,6.8,2019-10-02,October,2019
86.1,13.7,185.5,28.6,25.7,34.4,6.8,2019-10-03,October,2019
84.9,11.2,199.3,28.9,25.2,33.6,6.7,2019-10-04,October,2019
82.8,6.8,205.6,29.5,26.2,34.2,0.7,2019-10-05,October,2019
87.9,8.3,196.1,28.1,26.1,30.7,8.2,2019-10-06,October,2019
86.6,11.2,186.0,27.7,25.2,31.2,13.1,2019-10-07,October,2019
85.8,11.2,154.4,28.2,25.5,32.6,3.6,2019-10-08,October,2019
91.9,12.2,151.1,26.2,24.9,28.9,8.8,2019-10-09,October,2019
90.0,8.6,133.2,26.4,24.2,30.1,9.0,2019-10-10,October,2019
85.5,5.8,61.3,27.9,25.1,34.1,2.0,2019-10-11,October,2019
82.4,6.8,31.4,28.4,24.6,33.7,0.0,2019-10-12,October,2019
81.5,10.1,1.9,28.4,25.2,33.4,0.0,2019-10-13,October,2019
78.5,8.6,358.4,27.9,24.1,33.2,0.0,2019-10-14,October,2019
78.7,6.8,56.8,28.5,24.1,33.7,0.0,2019-10-15,October,2019
87.0,11.2,173.8,27.7,24.7,32.1,7.1,2019-10-16,October,2019
83.4,5.4,340.0,28.6,24.7,34.1,0.2,2019-10-17,October,2019
81.6,8.3,344.7,29.4,25.8,32.8,1.3,2019-10-18,October,2019
80.5,7.2,19.8,29.7,26.3,33.6,0.3,2019-10-19,October,2019
79.4,6.5,353.1,29.8,26.5,33.0,0.4,2019-10-20,October,2019
79.6,7.6,319.8,29.2,26.0,32.8,0.6,2019-10-21,October,2019
82.3,5.4,301.9,28.8,25.8,32.5,2.1,2019-10-22,October,2019
84.1,5.8,310.1,28.4,26.3,31.2,4.9,2019-10-23,October,2019
93.3,14.4,37.4,24.4,22.5,26.2,11.7,2019-10-24,October,2019
93.7,14.4,126.3,23.8,22.2,26.0,11.1,2019-10-25,October,2019
91.4,14.0,243.3,25.2,21.9,27.9,16.3,2019-10-26,October,2019
85.5,7.9,336.4,25.8,22.2,30.1,0.7,2019-10-27,October,2019
81.8,11.9,353.0,25.9,22.5,31.1,0.0,2019-10-28,October,2019
82.1,8.3,320.6,25.6,21.5,31.4,0.0,2019-10-29,October,2019
82.2,7.9,301.2,26.0,22.1,31.4,0.0,2019-10-30,October,2019
82.0,7.6,301.6,26.0,21.9,31.2,0.0,2019-10-31,October,2019
81.9,8.3,321.7,26.3,22.3,32.1,0.0,2019-11-01,November,2019
82.3,10.8,331.1,26.5,22.9,32.2,0.0,2019-11-02,November,2019
82.3,7.6,323.5,26.3,22.5,31.9,0.0,2019-11-03,November,2019
82.0,11.2,310.0,26.3,22.4,32.2,0.0,2019-11-04,November,2019
81.7,7.6,312.4,26.4,22.4,31.9,0.1,2019-11-05,November,2019
82.8,11.5,353.7,25.4,21.9,30.4,0.0,2019-11-06,November,2019
80.3,11.9,15.8,24.7,20.1,30.2,0.0,2019-11-07,November,2019
89.6,15.5,65.3,24.3,20.9,26.9,19.7,2019-11-08,November,2019
95.6,22.3,78.5,23.6,21.4,24.4,29.3,2019-11-09,November,2019
91.4,42.8,39.7,24.0,22.7,26.4,153.1,2019-11-10,November,2019
82.7,15.5,338.0,25.6,22.8,30.1,0.0,2019-11-11,November,2019
83.4,11.2,340.7,25.2,20.9,31.7,0.0,2019-11-12,November,2019
82.5,8.3,344.8,24.7,21.1,30.7,0.0,2019-11-13,November,2019
81.3,8.3,336.9,25.0,20.7,31.7,0.0,2019-11-14,November,2019
83.1,7.9,318.3,25.1,20.6,32.2,0.0,2019-11-15,November,2019
81.9,7.6,327.0,24.9,20.0,30.9,0.0,2019-11-16,November,2019
81.5,7.2,288.1,24.5,20.1,31.1,0.0,2019-11-17,November,2019
80.7,6.8,294.8,24.2,20.0,30.1,0.0,2019-11-18,November,2019
82.1,7.9,326.4,23.5,19.3,30.1,0.0,2019-11-19,November,2019
77.6,9.0,0.4,22.3,17.8,28.9,0.0,2019-11-20,November,2019
80.4,7.9,332.0,22.2,16.7,29.1,0.0,2019-11-21,November,2019
79.8,11.2,323.8,22.9,17.2,29.9,0.0,2019-11-22,November,2019
78.7,7.6,344.2,22.9,17.8,29.2,0.0,2019-11-23,November,2019
80.8,6.5,340.5,23.0,17.9,29.2,0.0,2019-11-24,November,2019
81.8,6.8,17.5,23.1,17.4,29.4,0.0,2019-11-25,November,2019
83.5,6.1,60.0,23.4,18.2,29.9,0.0,2019-11-26,November,2019
84.9,8.3,24.8,23.4,17.9,29.6,0.0,2019-11-27,November,2019
81.6,7.2,14.7,24.2,19.3,30.9,0.0,2019-11-28,November,2019
82.3,5.4,1.5,23.7,19.1,30.9,0.0,2019-11-29,November,2019
81.5,6.5,10.4,23.7,19.2,29.8,0.0,2019-11-30,November,2019
81.3,7.9,357.5,22.6,19.0,28.2,0.0,2019-12-01,December,2019
77.8,9.7,352.1,21.8,17.8,27.6,0.0,2019-12-02,December,2019
77.2,10.8,328.7,20.5,15.6,27.1,0.0,2019-12-03,December,2019
78.8,13.3,343.3,20.4,15.2,26.7,0.0,2019-12-04,December,2019
81.9,8.3,19.8,21.0,15.9,28.8,0.0,2019-12-05,December,2019
79.8,6.5,71.7,22.5,17.6,29.8,0.0,2019-12-06,December,2019
78.0,8.3,28.5,22.8,18.8,29.5,0.0,2019-12-07,December,2019
77.5,6.1,128.0,23.3,19.2,28.9,0.0,2019-12-08,December,2019
82.6,8.3,24.7,22.4,19.4,27.6,0.8,2019-12-09,December,2019
77.7,11.2,354.7,21.2,16.1,27.1,0.0,2019-12-10,December,2019
77.0,7.2,127.0,20.9,16.6,26.5,0.0,2019-12-11,December,2019
82.3,8.3,66.1,21.0,17.1,26.7,0.4,2019-12-12,December,2019
81.6,7.2,62.6,20.8,17.0,27.0,0.0,2019-12-13,December,2019
81.9,7.9,38.3,21.1,16.9,27.2,0.0,2019-12-14,December,2019
83.8,10.1,8.4,21.1,17.3,27.0,0.0,2019-12-15,December,2019
80.9,9.7,2.5,20.8,17.1,27.2,0.0,2019-12-16,December,2019
81.0,11.2,351.8,20.6,17.1,25.2,0.0,2019-12-17,December,2019
81.8,14.0,340.4,18.2,14.8,22.8,0.0,2019-12-18,December,2019
82.4,11.5,330.8,16.0,12.6,20.9,0.0,2019-12-19,December,2019
82.6,8.6,340.6,16.1,13.3,20.9,0.0,2019-12-20,December,2019
89.1,9.7,348.9,15.0,12.3,19.5,0.0,2019-12-21,December,2019
86.0,11.2,2.4,15.6,10.1,20.8,0.0,2019-12-22,December,2019
84.4,13.0,6.5,17.4,13.7,22.7,0.0,2019-12-23,December,2019
87.4,11.2,359.4,16.3,13.7,22.8,0.0,2019-12-24,December,2019
84.4,9.4,11.9,16.8,13.1,23.3,0.0,2019-12-25,December,2019
86.1,11.9,13.5,16.5,14.1,20.1,2.7,2019-12-26,December,2019
89.7,10.4,348.2,15.6,14.1,17.6,5.1,2019-12-27,December,2019
86.5,14.4,351.6,15.5,12.8,20.9,0.0,2019-12-28,December,2019
81.4,12.2,338.7,16.3,12.1,23.3,0.0,2019-12-29,December,2019
83.4,11.2,340.7,16.6,12.1,23.8,0.0,2019-12-30,December,2019
81.3,9.4,303.2,17.4,12.8,25.4,0.0,2019-12-31,December,2019
85.0,8.3,350.5,18.8,16.0,24.8,0.0,2018-01-01,January,2018
79.5,9.0,319.9,21.1,17.2,25.2,0.0,2018-01-02,January,2018
73.9,14.4,326.9,17.9,13.8,24.2,0.0,2018-01-03,January,2018
80.3,11.5,344.8,15.5,11.9,21.1,0.0,2018-01-04,January,2018
84.1,11.9,334.3,15.3,10.9,22.5,0.0,2018-01-05,January,2018
76.3,11.9,334.3,15.8,11.1,23.4,0.0,2018-01-06,January,2018
75.3,12.2,346.6,15.1,9.4,22.6,0.0,2018-01-07,January,2018
75.2,15.8,355.9,14.9,10.9,20.4,0.0,2018-01-08,January,2018
74.5,12.6,340.9,15.7,10.9,22.5,0.0,2018-01-09,January,2018
77.5,11.2,328.3,15.7,11.6,22.7,0.0,2018-01-10,January,2018
80.9,12.6,330.9,14.5,9.8,22.0,0.0,2018-01-11,January,2018
83.8,11.5,339.1,14.7,9.4,22.1,0.0,2018-01-12,January,2018
86.3,9.0,328.7,14.9,11.1,21.3,0.0,2018-01-13,January,2018
86.6,9.0,342.8,15.3,11.6,21.0,0.0,2018-01-14,January,2018
84.7,9.7,320.1,15.8,11.1,22.4,0.0,2018-01-15,January,2018
82.0,11.5,340.7,16.3,11.6,23.5,0.0,2018-01-16,January,2018
81.1,9.4,331.4,16.8,10.8,24.6,0.0,2018-01-17,January,2018
77.6,9.4,331.9,18.4,14.1,24.8,0.0,2018-01-18,January,2018
75.5,9.7,338.8,18.6,13.8,24.8,0.0,2018-01-19,January,2018
76.0,10.1,341.1,18.5,13.1,25.2,0.0,2018-01-20,January,2018
73.5,13.3,358.3,18.4,13.3,24.8,0.0,2018-01-21,January,2018
74.4,11.5,335.8,18.3,13.6,24.9,0.0,2018-01-22,January,2018
72.4,9.7,316.0,19.3,13.1,26.0,0.0,2018-01-23,January,2018
73.9,8.6,227.5,19.6,14.7,26.8,0.0,2018-01-24,January,2018
76.5,10.8,340.4,19.5,16.0,26.5,0.0,2018-01-25,January,2018
72.1,8.3,351.8,18.5,13.2,26.0,0.0,2018-01-26,January,2018
76.7,8.3,343.7,17.1,12.8,23.8,0.0,2018-01-27,January,2018
74.7,11.9,17.1,16.8,10.2,25.0,0.0,2018-01-28,January,2018
73.9,11.5,322.8,17.7,11.8,26.1,0.0,2018-01-29,January,2018
69.3,11.5,282.4,18.3,12.4,26.1,0.0,2018-01-30,January,2018
74.7,9.4,289.5,19.4,13.1,27.3,0.0,2018-01-31,January,2018
73.4,9.4,323.7,19.5,13.9,26.4,0.0,2018-02-01,February,2018
72.0,8.6,337.2,20.5,15.3,27.1,0.0,2018-02-02,February,2018
78.0,9.0,194.6,20.1,14.2,28.6,0.0,2018-02-03,February,2018
78.3,11.5,213.4,22.0,14.6,29.4,0.0,2018-02-04,February,2018
84.5,9.4,204.7,22.9,19.5,28.2,0.0,2018-02-05,February,2018
81.5,11.9,260.8,22.4,18.6,29.1,0.0,2018-02-06,February,2018
74.5,8.3,234.5,22.4,17.3,30.7,0.0,2018-02-07,February,2018
70.9,9.7,249.9,22.3,18.9,27.6,0.0,2018-02-08,February,2018
77.0,10.4,208.1,22.5,16.1,29.6,0.0,2018-02-09,February,2018
76.2,9.0,341.7,23.0,19.9,27.7,0.0,2018-02-10,February,2018
63.7,9.0,10.8,21.6,18.3,28.0,0.0,2018-02-11,February,2018
65.9,10.4,0.3,21.4,15.2,29.6,0.0,2018-02-12,February,2018
71.3,11.5,347.1,22.1,16.9,29.3,0.0,2018-02-13,February,2018
70.8,10.1,326.5,22.5,17.4,29.2,0.0,2018-02-14,February,2018
70.8,10.1,345.6,21.4,16.8,27.9,0.0,2018-02-15,February,2018
69.4,11.5,336.7,20.7,13.7,28.1,0.0,2018-02-16,February,2018
71.8,9.0,314.0,21.4,14.9,28.9,0.0,2018-02-17,February,2018
72.4,7.9,230.1,22.4,16.4,30.1,0.0,2018-02-18,February,2018
78.3,9.0,232.5,22.7,16.8,30.6,0.0,2018-02-19,February,2018
75.5,8.6,246.6,23.7,18.6,30.2,0.0,2018-02-20,February,2018
73.7,8.6,260.3,24.1,18.6,31.2,0.0,2018-02-21,February,2018
76.1,9.0,271.7,24.5,20.0,31.2,0.0,2018-02-22,February,2018
76.3,10.8,207.2,25.0,20.1,32.3,0.0,2018-02-23,February,2018
74.5,10.8,203.9,26.3,21.8,33.2,0.0,2018-02-24,February,2018
69.6,10.8,207.1,26.8,21.1,34.1,0.0,2018-02-25,February,2018
67.4,9.4,253.6,25.9,22.0,32.5,0.8,2018-02-26,February,2018
76.1,6.1,290.9,25.7,21.5,31.6,0.0,2018-02-27,February,2018
77.9,7.2,304.0,26.0,21.7,31.7,0.0,2018-02-28,February,2018
75.6,7.6,308.2,26.1,22.1,31.7,0.0,2018-03-01,March,2018
75.5,11.5,222.0,26.3,20.6,33.4,0.0,2018-03-02,March,2018
74.6,16.9,220.3,27.5,23.1,34.7,0.0,2018-03-03,March,2018
76.9,12.6,191.9,27.7,23.5,35.1,0.0,2018-03-04,March,2018
77.9,10.1,199.1,27.3,24.1,34.0,2.2,2018-03-05,March,2018
63.1,12.2,269.0,27.4,22.7,33.4,0.1,2018-03-06,March,2018
63.0,10.4,339.5,25.8,21.1,32.3,0.0,2018-03-07,March,2018
60.9,11.9,0.4,24.3,17.0,32.2,0.0,2018-03-08,March,2018
66.5,11.9,325.6,24.6,17.9,32.2,0.0,2018-03-09,March,2018
65.4,11.9,280.2,25.3,18.6,32.7,0.0,2018-03-10,March,2018
64.5,11.2,235.0,26.1,18.2,34.4,0.0,2018-03-11,March,2018
73.7,13.0,214.7,26.9,21.2,34.2,1.1,2018-03-12,March,2018
73.8,10.4,212.7,27.6,23.8,33.8,0.7,2018-03-13,March,2018
67.6,11.2,224.8,27.6,22.3,36.4,0.0,2018-03-14,March,2018
78.5,12.2,201.9,27.7,21.7,33.6,0.7,2018-03-15,March,2018
75.8,19.4,216.0,26.8,24.7,30.9,0.2,2018-03-16,March,2018
66.4,12.6,225.0,27.4,24.0,33.6,0.4,2018-03-17,March,2018
72.2,9.7,207.2,27.5,21.9,34.0,0.3,2018-03-18,March,2018
67.2,11.2,288.3,27.9,22.4,35.0,0.0,2018-03-19,March,2018
62.2,7.6,214.9,26.7,19.4,34.8,0.0,2018-03-20,March,2018
74.3,9.0,198.4,27.5,22.4,33.9,0.0,2018-03-21,March,2018
74.5,11.2,202.4,28.0,23.0,34.0,0.0,2018-03-22,March,2018
76.6,14.4,190.5,27.9,23.1,33.4,0.0,2018-03-23,March,2018
80.3,8.3,201.6,28.3,24.7,33.1,0.1,2018-03-24,March,2018
77.6,8.6,210.0,29.1,25.0,34.6,0.3,2018-03-25,March,2018
78.8,13.7,201.7,28.3,24.6,32.7,0.3,2018-03-26,March,2018
77.9,11.2,187.3,28.7,25.0,34.5,2.3,2018-03-27,March,2018
77.9,13.3,188.0,28.7,24.9,34.2,0.0,2018-03-28,March,2018
77.4,15.8,187.3,28.7,24.7,34.1,0.1,2018-03-29,March,2018
75.7,17.3,183.1,27.9,24.4,33.1,0.0,2018-03-30,March,2018
77.9,17.6,150.4,25.8,21.6,30.4,15.5,2018-03-31,March,2018
71.7,18.4,311.3,26.9,19.9,33.8,0.2,2018-04-01,April,2018
75.6,11.3,333.6,24.9,21.0,29.0,0.0,2018-04-02,April,2018
71.8,6.5,283.3,27.1,21.6,33.5,0.0,2018-04-03,April,2018
70.7,8.6,218.4,27.6,22.2,34.2,0.1,2018-04-04,April,2018
75.5,14.4,198.2,27.5,22.7,33.4,0.9,2018-04-05,April,2018
76.8,9.0,174.7,27.1,21.9,34.6,11.5,2018-04-06,April,2018
80.3,7.6,144.7,27.5,23.9,32.8,2.4,2018-04-07,April,2018
73.9,14.4,180.5,27.0,21.8,33.4,3.4,2018-04-08,April,2018
73.0,11.9,184.9,28.7,23.8,33.7,0.3,2018-04-09,April,2018
75.5,10.4,212.3,27.6,22.1,33.0,1.6,2018-04-10,April,2018
76.3,11.9,208.0,28.3,23.8,33.2,1.3,2018-04-11,April,2018
74.4,12.2,216.8,27.5,20.9,33.9,0.7,2018-04-12,April,2018
76.7,12.6,208.8,27.8,21.5,34.1,1.1,2018-04-13,April,2018
76.8,15.1,207.2,29.3,24.9,36.0,2.3,2018-04-14,April,2018
72.1,11.9,195.7,29.1,22.6,36.5,0.0,2018-04-15,April,2018
73.0,13.3,197.7,30.2,25.1,37.0,0.1,2018-04-16,April,2018
79.5,14.4,174.4,28.5,24.7,34.3,3.4,2018-04-17,April,2018
75.8,16.6,181.7,28.2,22.2,33.9,0.7,2018-04-18,April,2018
78.5,18.7,182.5,30.0,26.3,35.5,4.4,2018-04-19,April,2018
75.9,20.5,197.5,30.5,26.8,35.8,0.5,2018-04-20,April,2018
78.1,25.9,197.3,30.0,24.9,34.5,4.2,2018-04-21,April,2018
82.0,20.2,184.9,28.4,24.6,34.7,7.8,2018-04-22,April,2018
76.2,12.6,198.8,29.8,23.4,35.6,0.5,2018-04-23,April,2018
73.0,13.7,197.3,30.7,25.1,35.5,0.1,2018-04-24,April,2018
74.4,17.3,179.4,29.9,25.2,35.0,0.7,2018-04-25,April,2018
67.7,13.3,149.6,28.9,23.1,35.4,0.2,2018-04-26,April,2018
69.8,10.1,167.6,28.2,21.8,34.3,2.7,2018-04-27,April,2018
69.8,13.0,191.0,29.7,24.8,35.5,0.4,2018-04-28,April,2018
79.5,19.4,172.4,27.2,24.7,31.4,18.6,2018-04-29,April,2018
88.4,22.3,135.3,25.1,21.1,31.0,62.4,2018-04-30,April,2018
81.4,10.8,178.1,27.1,23.1,32.8,8.4,2018-05-01,May,2018
81.7,11.2,157.3,26.8,22.2,34.9,11.6,2018-05-02,May,2018
79.1,9.4,152.3,27.0,22.1,33.1,23.1,2018-05-03,May,2018
79.5,15.1,188.7,28.3,24.7,35.0,7.8,2018-05-04,May,2018
77.7,19.4,200.0,29.8,26.4,34.8,3.1,2018-05-05,May,2018
77.8,23.4,195.4,29.6,24.2,33.6,0.6,2018-05-06,May,2018
81.9,22.3,187.3,29.7,27.6,32.8,0.0,2018-05-07,May,2018
79.2,22.0,196.4,30.3,26.6,34.8,0.0,2018-05-08,May,2018
80.1,25.6,190.9,30.5,27.9,34.6,10.8,2018-05-09,May,2018
84.3,16.6,168.9,28.0,23.6,32.3,19.0,2018-05-10,May,2018
82.4,18.4,186.7,27.5,22.1,36.0,27.5,2018-05-11,May,2018
80.1,10.8,142.9,26.9,21.6,34.3,11.8,2018-05-12,May,2018
86.4,13.0,142.2,26.3,23.7,28.6,12.4,2018-05-13,May,2018
77.4,11.9,193.2,28.1,23.2,34.0,30.0,2018-05-14,May,2018
77.3,13.0,197.4,29.4,25.1,34.5,0.6,2018-05-15,May,2018
87.3,13.0,170.2,25.5,21.7,28.0,8.6,2018-05-16,May,2018
81.0,10.8,183.7,27.7,22.9,33.0,26.9,2018-05-17,May,2018
88.0,11.9,152.1,27.1,22.9,31.2,9.5,2018-05-18,May,2018
82.4,12.2,145.4,27.9,23.5,33.1,17.6,2018-05-19,May,2018
83.3,11.9,179.6,29.1,27.7,30.9,6.4,2018-05-20,May,2018
81.3,14.8,183.4,29.3,25.8,33.7,11.4,2018-05-21,May,2018
84.8,16.2,178.1,29.0,27.0,31.6,19.9,2018-05-22,May,2018
85.6,14.7,175.1,28.4,26.1,31.5,9.3,2018-05-23,May,2018
85.7,19.1,173.4,28.8,25.7,31.2,5.9,2018-05-24,May,2018
